播主名称,ID,头像,认证信息,行业,内容标签,总粉丝,飞瓜指数,总作品,总点赞,,,,,,
原神,yuanshen_mihoyo,https://p11.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_980d58907aeb49ad98eee954b5737a87.heic?from=2956013662,上海米哈游影铁科技有限公司,游戏,,8522435,1043.1,1349,148913469,,,,,,
标题,视频发布时间,视频时长,视频链接,视频热度,热词Top3,视频销售额,视频销量,点赞,评论,分享,收藏,互动量,互动率,GPM,播放量
"#原神 #贺图 「宵宫和阿忍都在那里，我们也过去吧！」
「哇哇，旅行者快看烟花！好漂亮呀！」",2023/6/28 12:05,16秒,https://www.douyin.com/share/video/7249583158033648955/?mid=7249583248379104057,48.85,"庆祝,祝贺,罗刹",--,--,197872,8994,2781,7788,217435,7.56%,0,2875232
#原神同人剧场  #原神  #艾尔海森   原神同人剧场|创作者@小手飞影  作品展示，感谢旅行者的创作。,2023/6/29 12:00,1分41秒,https://www.douyin.com/share/video/7249952953237343492/?mid=7249953022078372668,15.33,"难过,胡桃,加大",--,--,41053,3225,1079,2099,47456,3.76%,0,1260555
#原神#清夏乐园大秘境 #原神 《原神》序曲PV——「致终幕的欢宴」,2023/7/3 12:00,3分26秒,https://www.douyin.com/share/video/7251437382258396427/?mid=7251437462168341303,82.14,"仆人,枫丹,水神",--,--,1144472,102767,182710,84507,1514456,8.82%,0,17171689
#原神 惑光幻戏·林尼 | 镜中捧花，赠予何人,2023/7/3 18:01,图文视频,https://www.douyin.com/share/video/7251530307499838732/?mid=7251528679942081317,49.58,"黑丝,林尼,小男孩",--,--,131688,20104,15748,5491,173031,4.55%,0,3801653
#原神 丽影绮行·琳妮特 | 水中窥月，洞见夜明,2023/7/3 18:06,图文视频,https://www.douyin.com/share/video/7251531537852812547/?mid=7251528679942081317,50.13,"风系,角色,猫猫",--,--,155134,12431,15263,6069,188897,3.95%,0,4780378
#原神 潜怀遐梦·菲米尼 | 繁星丽天，孤怀寒芒,2023/7/3 18:10,图文视频,https://www.douyin.com/share/video/7251532745103510817/?mid=7251528679942081317,56.87,"钟剑,小男孩,喜欢",--,--,191653,26524,23647,7477,249301,5.57%,0,4477844
#原神  #清夏乐园大秘境  《原神》3.8版本「清夏！乐园？大秘境！」现已上线,2023/7/5 10:42,15秒,https://www.douyin.com/share/video/7252159310887685409/?mid=7252159554585168701,17.41,"可莉,米哈游,复刻",--,--,65384,3983,829,1473,71669,5.45%,0,1315101
"#原神 #清夏乐园大秘境
亲爱的旅行者，「清夏！乐园？大秘境！」活动现已开启~
〓活动时间〓
剧情任务开启时间：3.8版本更新后 ~ 3.8版本结束
玩法阶段开启时间：2023/07/07 04:00 ~ 3.8版本结束",2023/7/5 11:00,37秒,https://www.douyin.com/share/video/7252164074744712459/?mid=7252164158425156412,15.09,"可莉,米哈游,优菈",--,--,38947,2658,446,850,42901,4.44%,0,966796
#原神 芭芭拉生日快乐｜你此刻的笑容，非常耀眼哦！,2023/7/5 12:02,15秒,https://www.douyin.com/share/video/7252180025968004384/?mid=7252180131215625017,38.32,"芭芭拉,生日快乐,生日",--,--,108966,4453,1234,3149,117802,7.60%,0,1549976
"#原神  #原神游园奇遇征集  #清夏乐园大秘境 
《原神》「游园奇遇」乐园主题视频征集活动今日开启，期待旅行者的精彩投稿~
〓活动详情〓
活动时间：2023年7月5日——2023年7月25日
参与方式与活动奖励：见视频详情
〓注意事项〓
一、禁止发布一切违反法律法规、用户协议与社区规则的内容；
二、禁止发布与本话题无关的内容（包括但不限于含有广告链接、其他宣传等内容）；
三、本次活动旅行者可多次参与，每人至多获得一个奖项，奖励不可叠加，以最高奖项为准；
四、本次活动根据作品的内容、评论点赞等因素进行综合评价；
五、获奖名单（活动发布平台的账号昵称）将在活动结束后10个工作日内公布，请获奖的旅行者及时关注官方信息，并在规定时间内容工作日内提交获奖信息，逾期视为自动放弃奖励，活动奖励将在获奖信息收集完毕后通过邮寄方式送达旅行者手中，请获奖的旅行者耐心等待；
六、严禁抄袭、盗用、侵犯他人著作权，如有引用或需授权请注明来源并自行取得。",2023/7/5 12:07,25秒,https://www.douyin.com/share/video/7252181289678261543/?mid=7252181283109931787,13.15,"原神,可莉,米哈游",--,--,25577,2166,318,627,28688,3.02%,0,949744
"#原神   #原神同人绘  《原神》6月同人绘画展示，感谢旅行者们的创作。 
*本次作品中涉及的角色内容均为玩家二次创作，不代表游戏内实际剧情以及设定。",2023/7/5 18:03,1分20秒,https://www.douyin.com/share/video/7252273038316621091/?mid=7252273092318251836,17.22,"机制,芒荒,米哈游",--,--,62606,4491,759,2573,70429,4.04%,0,1742256
#原神 卡维生日快乐｜生日这天拍照留念什么的，似乎也不错呢。,2023/7/9 12:00,12秒,https://www.douyin.com/share/video/7253663732448939316/?mid=7253663954818452261,40.42,"生日快乐,卡维,宝贝",--,--,131282,5835,1462,5177,143756,8.19%,0,1755019
#原神  #清夏乐园大秘境   《原神》3.8版本限时新地块展示,2023/7/9 20:05,23秒,https://www.douyin.com/share/video/7253788526234307895/?mid=7253788737254017853,16.91,"机制,原神,完了",--,--,58748,4877,1799,1536,66960,3.88%,0,1723823
#原神  #原神fes 原神☆FES 活动PV,2023/7/11 12:01,1分3秒,https://www.douyin.com/share/video/7254406159967325500/?mid=7254406265715657529,18.28,"胡桃,上海,米哈游",--,--,80211,5249,4844,4483,94787,5.60%,0,1692811
#原神 九条裟罗生日快乐｜你来了，请进，我在进行今日例行的弓术训练。,2023/7/14 12:01,14秒,https://www.douyin.com/share/video/7255519441184705844/?mid=7255519579269794619,48.94,"生日快乐,九条,生日",--,--,203561,6467,1675,8499,220202,5.46%,0,4030183
#原神 胡桃生日快乐｜噫！谁在拍我肩膀，是幽灵吗——哗！,2023/7/15 12:00,13秒,https://www.douyin.com/share/video/7255890306825080079/?mid=7255890459078331194,58.76,"生日快乐,胡桃生日,胡桃",--,--,336178,21346,8325,19032,384881,8.82%,0,4362857
"#原神  #原神表情包  
亲爱的旅行者，《原神》3.8版本表情包「派蒙的画作第25弹」现已上线，欢迎前往【抖音表情包商城】下载使用！",2023/7/19 18:00,33秒,https://www.douyin.com/share/video/7257467351094791464/?mid=7257467425271106362,46.33,"将离,表情包,npc",--,--,168557,8033,2501,7563,186654,10.04%,0,1858456
"#原神  #清夏乐园大秘境 
亲爱的旅行者，「冒险家试炼·进阶篇」活动现已开启~
活动时间：2023/07/20 10:00 ~ 2023/07/31 03:59",2023/7/20 11:08,12秒,https://www.douyin.com/share/video/7257732230661950735/?mid=7257732491264068389,13.25,"将离,活动,米哈游",--,--,26274,1391,320,534,28519,3.53%,0,807286
#原神 达达利亚生日快乐｜这么久没见，不知下次相遇又要等到什么时候…,2023/7/20 12:01,13秒,https://www.douyin.com/share/video/7257745807842086184/?mid=7257745959860423484,49.89,"生日快乐,快乐,鸭鸭生日",--,--,234747,14386,5630,11095,265858,10.03%,0,2651330
#原神 #原神fes 原神☆FES 活动说明PV,2023/7/20 12:03,1分26秒,https://www.douyin.com/share/video/7257746365810363688/?mid=7257746607788149564,16.51,"米哈游,上海,将离",--,--,53711,5480,2920,2322,64433,5.06%,0,1273073
#原神同人剧场  #原神   原神同人剧场|创作者@原厨  作品展示，感谢旅行者的创作。,2023/7/22 18:06,1分28秒,https://www.douyin.com/share/video/7258582017355402532/?mid=7258582244017589048,11.42,"原神,补票,米哈游",--,--,17842,1991,452,937,21222,3.46%,0,614053
#原神 鹿野院平藏生日快乐｜突然来找我，难道是有需要我出马的新案子？,2023/7/24 12:05,13秒,https://www.douyin.com/share/video/7259231271262375204/?mid=7259231321233345335,46.29,"小鹿生日,生日快乐,小鹿",--,--,166042,9315,2393,6768,184518,9.43%,0,1956584
#原神 #清夏乐园大秘境 《原神》EP - 逆风散羽之别,2023/7/25 12:01,4分30秒,https://www.douyin.com/share/video/7259601236360547599/?mid=7259601447520521021,47.88,"散兵,米哈游,不歪",--,--,135942,19395,6333,14084,175754,9.69%,0,1813129
"#原神  #清夏乐园大秘境 
亲爱的旅行者，「险途勘探」活动：险境战斗试炼 现已开启~
活动时间：2023/07/27 10:00 ~ 2023/08/07 03:59",2023/7/27 11:07,14秒,https://www.douyin.com/share/video/7260329747475893558/?mid=7260329842805738299,10.64,"老登,做的,看你",--,--,15175,1239,118,359,16891,4.35%,0,388234
#原神 可莉生日快乐｜锵锵！红蛋糕魔女闪亮登场！,2023/7/27 12:01,15秒,https://www.douyin.com/share/video/7260343495204932900/?mid=7260343595650206522,62.01,"生日快乐,可莉,女儿",--,--,388472,18726,14527,14440,436165,10.14%,0,4303032
#原神 久岐忍生日快乐｜在他们又惹新麻烦之前，陪我一起逛逛？,2023/7/27 12:03,17秒,https://www.douyin.com/share/video/7260344094579313931/?mid=7260344187311246138,44.25,"生日快乐,阿忍,久岐忍",--,--,176115,5710,1377,5863,189065,9.29%,0,2035467
#原神同人剧场#原神原神同人剧场|创作者@小暗OvO 作品展示，感谢旅行者的创作。,2023/7/27 20:36,25秒,https://www.douyin.com/share/video/7260476229424352531/?mid=7260476315098778426,38.95,"原石,老登,原神",--,--,114904,5800,1850,3622,126176,6.21%,0,2031643
#原神 烟绯生日快乐｜嗯！味道不错，我很喜欢！,2023/7/28 12:00,15秒,https://www.douyin.com/share/video/7260714451978980627/?mid=7260714560791890743,44.88,"烟绯,生日快乐,生日",--,--,212455,8682,1907,7035,230079,8.52%,0,2701280
#原神 #仿若无因飘落的轻雨亲爱的旅行者，现在是派蒙的特别节目预告时间> < 《原神》4.0版本「仿若无因飘落的轻雨」前瞻特别节目将于8月4日（本周五）晚19:30正式开启。,2023/8/2 12:00,图文视频,https://www.douyin.com/share/video/7262569843881217292/?mid=7251528679942081317,25.22,"老登,原石,爆点",--,--,94110,13967,12068,3754,123899,6.07%,0,2092514
"#原神   #原神同人绘  《原神》7月同人绘画展示，感谢旅行者们的创作。 
*本次作品中涉及的角色内容均为玩家二次创作，不代表游戏内实际剧情以及设定。",2023/8/2 18:00,1分19秒,https://www.douyin.com/share/video/7262617215160175883/?mid=7262617366629026620,17.31,"老登,原石,爆点",--,--,64597,3844,596,2495,71532,5.62%,0,1273786
"#原神 #清夏乐园大秘境 
亲爱的旅行者，「传心同视」活动：寻找小动物挑战 现已开启~
活动时间：2023/08/03 10:00 ~ 2023/08/14 03:59",2023/8/3 12:01,12秒,https://www.douyin.com/share/video/7262941209700683020/?mid=7262941313623001913,10.77,"老登,原石,自选五星",--,--,15657,1974,128,396,18155,3.98%,0,456233
#原神 #清夏乐园大秘境 #原神游园奇遇征集《原神》「游园奇遇」乐园主题视频征集活动?结果揭晓，感谢旅行者的参加与投稿。我们将通过原神官方账号以私信方式联系获奖旅行者，请旅行者于2023年8月13日18:00前提交获奖信息(逾期视为自动放弃奖励)，活动奖励将在获奖信息收集完毕后通过邮寄方式送达旅行者手中，请获奖的旅行者耐心等待~,2023/8/3 18:00,图文视频,https://www.douyin.com/share/video/7263033685585169675/?mid=7252181283109931787,12.41,"老登,原石,爆点",--,--,22042,2079,122,535,24778,1.92%,0,1292266
#原神  #仿若无因飘落的轻雨  #枫丹启动  《原神》4.0版本PV：「仿若无因飘落的轻雨」,2023/8/4 20:46,5分45秒,https://www.douyin.com/share/video/7263447479633382668/?mid=7263447847943654181,62.57,"水神,声音,启动",--,--,385284,22603,27660,25379,460926,8.92%,0,5166095
#原神 #仿若无因飘落的轻雨 《原神》4.0版本「仿若无因飘落的轻雨」前瞻特别节目回顾,2023/8/4 21:20,图文视频,https://www.douyin.com/share/video/7263456464348433700/?mid=7263452618630466341,23.17,"钟离,老登,水神",--,--,72633,7317,7402,4126,91478,3.49%,0,2618537
#原神喜茶  #心有所喜约有所期  喜茶×原神丨心有所喜，约有所期,2023/8/4 21:33,1分12秒,https://www.douyin.com/share/video/7263459582096280871/?mid=7263459845926390584,27.77,"联动,喜茶,申鹤",--,--,89032,17729,19097,5240,131098,9.39%,0,1395743
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|开场,2023/8/4 22:02,1分53秒,https://www.douyin.com/share/video/7263466887021956363/?mid=7263467122855103269,14.24,"老登,芒荒,机制",--,--,32689,3706,562,1050,38007,4.61%,0,823846
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|枫丹潜水玩法介绍,2023/8/5 10:00,3分40秒,https://www.douyin.com/share/video/7263522309783260428/?mid=7263522744652827448,10.37,"老登,原石,枫丹",--,--,14410,1737,468,572,17187,4.22%,0,407275
#原神  #仿若无因飘落的轻雨  #枫丹启动  《原神》枫丹交响音乐现场,2023/8/5 12:01,8分30秒,https://www.douyin.com/share/video/7263683252731350311/?mid=7263683419178076986,45.61,"枫丹,启动,音乐",--,--,198815,6161,4037,7414,216427,10.50%,0,2062101
"#原神  #仿若无因飘落的轻雨  #枫丹启动  《原神》4.0宣传短片：指尖奇旅 
8月16日 与全球原神玩家一起
开启枫丹之旅",2023/8/5 12:10,3分39秒,https://www.douyin.com/share/video/7263685733938957622/?mid=7263685848078584632,16.36,"原神,老登,启动",--,--,52198,3643,1555,1899,59295,5.55%,0,1068814
#原神  #仿若无因飘落的轻雨  #枫丹启动  《原来你也玩原神》番外篇——小嘉,2023/8/5 12:15,5分49秒,https://www.douyin.com/share/video/7263686905496177939/?mid=7263687049008532285,21.17,"原神,尬剧,老登",--,--,87635,7199,3646,2573,101053,6.40%,0,1578840
#原神 #仿若无因飘落的轻雨 #枫丹启动 4.0版本前瞻特别节目|水下玩法介绍及创作分享,2023/8/5 14:00,8分23秒,https://www.douyin.com/share/video/7263522775711681803/?mid=7263523322762152740,9.93,"老登,原石,爆点",--,--,13145,1233,161,416,14955,3.24%,0,461316
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|枫丹设定简介,2023/8/5 18:00,4分38秒,https://www.douyin.com/share/video/7263523723423042857/?mid=7263524086003796796,11.26,"老登,原神,原石",--,--,17303,1138,260,621,19322,3.52%,0,548602
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|魔神任务与传说任务情报,2023/8/5 20:00,1分48秒,https://www.douyin.com/share/video/7263523926645558564/?mid=7263524331160914745,14.91,"大伟哥,水神,老登",--,--,37776,3338,493,1117,42724,3.61%,0,1183111
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|枫丹角色介绍及祈愿情报,2023/8/6 12:00,8分3秒,https://www.douyin.com/share/video/7263525537526598975/?mid=7263526376483965751,11.1,"垃圾原神,老登,修改",--,--,16722,1642,279,677,19320,3.67%,0,525756
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|枫丹生态简介,2023/8/6 14:00,4分51秒,https://www.douyin.com/share/video/7263529799707102500/?mid=7263526239678368569,13.87,"一方水土养一方人,枫丹,老登",--,--,30203,2415,965,926,34509,3.90%,0,885265
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|枫丹全新敌人与生物展示,2023/8/6 16:00,5分6秒,https://www.douyin.com/share/video/7263526349879414070/?mid=7263526787097840445,10.31,"老登,原石,爆点",--,--,14311,1265,128,417,16121,2.87%,0,561967
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|4.0版本活动介绍,2023/8/6 20:00,6分21秒,https://www.douyin.com/share/video/7263529602050444607/?mid=7263527408689498936,9.33,"老登,原石,枫丹",--,--,9873,1049,85,372,11379,2.86%,0,397312
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|系统更新介绍,2023/8/7 10:00,3分32秒,https://www.douyin.com/share/video/7263529318586928420/?mid=7263527894452931385,9.45,"老登,枫丹,原石",--,--,12011,1018,188,467,13684,3.06%,0,447366
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|七圣召唤赛事,2023/8/7 12:00,43秒,https://www.douyin.com/share/video/7263529311662116132/?mid=7263528142302661435,11.31,"七圣召唤,老登,原石",--,--,17590,1835,236,471,20132,2.62%,0,769172
#原神  #仿若无因飘落的轻雨  #枫丹启动  4.0版本前瞻特别节目|谢幕,2023/8/7 18:00,40秒,https://www.douyin.com/share/video/7263529252316908863/?mid=7263528539465501495,13.68,"老登,原石,能不能",--,--,29081,3765,300,897,34043,3.27%,0,1041096
#原神 安柏生日快乐｜难得的好天气，我带了兔兔伯爵一起出来晒晒太阳。,2023/8/10 12:01,12秒,https://www.douyin.com/share/video/7265538658109869373/?mid=7265538765152717629,18.7,"生日快乐,安柏生日,快乐",--,--,89132,3939,608,2514,96193,7.46%,0,1288716
#原神  #仿若无因飘落的轻雨 《原神》林尼角色PV——「掌中天幕」,2023/8/10 12:01,1分40秒,https://www.douyin.com/share/video/7265538868894600508/?mid=7265538978240105271,59.09,"林尼,老登,原石",--,--,447789,27242,19941,26738,521710,10.03%,0,5202419
#原神 米卡生日快乐｜今天的阳光条件不错，团雀们似乎也很活跃…,2023/8/11 12:00,16秒,https://www.douyin.com/share/video/7265909594734513420/?mid=7265909666328873765,17.14,"生日快乐,米卡,老登",--,--,62422,2786,313,1624,67145,6.95%,0,966064
"「心有所喜 约有所期」喜茶×原神第二期联动今日开启！重逢之日来临，留云借风真君、甘雨和申鹤喜聚于此，一盏好茶一席佳话，邀请各位旅行者一起踏上这趟喜悦之旅~
#原神喜茶  #喜茶原神联动",2023/8/11 12:01,20秒,https://www.douyin.com/share/video/7265909954123402537/?mid=7265910028366859067,19.36,"联动,不到,周边",--,--,103765,9362,3701,4866,121694,7.96%,0,1528614
"#原神交响音乐会   #原神  
《原神》2023交响音乐会CM短片
无需耽于过去的遗憾，也不必为未来烦忧。
这旋律流淌过四季与山河，汇聚成梦中的晨露。
原神交响音乐会2023将于9月在上海举办，更多活动细节将会陆续公布。敬请期待！",2023/8/13 14:30,1分18秒,https://www.douyin.com/share/video/7266690289199238400/?mid=7266690499187198779,57.87,"阿贝多,钟离,米哈游",--,--,234988,18780,28651,27116,309535,12.54%,0,2467816
#原神 #原神fes 「原神☆FES」8月13日主舞台回顾,2023/8/13 17:03,视频已删除,https://www.douyin.com/share/video/7266729777220898083/?mid=7266729947517963065,9.35,"老登,原石,爆点",--,--,5102,472,65,0,5639,8.76%,0,64360
"#原神 #原神fes 「原神☆FES」回顾视频 
「原神☆FES」活动结束，感谢每一位到场的旅行者！",2023/8/13 18:01,3分,https://www.douyin.com/share/video/7266744853931789607/?mid=7266744995271428924,19.48,"老登,原神,原石",--,--,106816,3877,3079,4492,118264,8.77%,0,1348248
#原神 #原神fes 「原神☆FES」8月13日主舞台回顾。,2023/8/13 18:02,30秒,https://www.douyin.com/share/video/7266744958512532755/?mid=7266745090515667770,49.08,"大伟哥,老登,原神",--,--,240751,12073,3743,8200,264767,7.88%,0,3358740
#原神  #林尼  #原神枫丹  魔术师的身边从来不缺乏掌声和惊喜，当然，偶尔也会有一些小小的意外？,2023/8/14 17:16,19秒,https://www.douyin.com/share/video/7267104262155439396/?mid=7267104335144684344,46.44,"林尼,老登,内存",--,--,240298,9707,4942,10941,265888,11.56%,0,2300665
#原神 #原神枫丹 谕告的潮音 · 那维莱特 | 凡高大者，无不蔑视,2023/8/14 18:00,图文视频,https://www.douyin.com/share/video/7267115719718915340/?mid=7251528679942081317,46.51,"建模,老登,好帅",--,--,150447,16276,18644,5510,190877,5.11%,0,3733170
#原神 #原神枫丹 寂罪的密使 · 莱欧斯利 | 罪囚于斯，深水无漪,2023/8/14 18:06,图文视频,https://www.douyin.com/share/video/7267117137716612364/?mid=7251528679942081317,53,"桑博,好帅,老登",--,--,208781,41321,24536,7347,281985,5.77%,0,4890641
#原神  #仿若无因飘落的轻雨 #原神枫丹  《原神》角色演示-「林尼：帽底匿迹」,2023/8/15 12:01,1分56秒,https://www.douyin.com/share/video/7267394177367870756/?mid=7267394249321155388,53.76,"发牌,老登,林尼",--,--,269181,16817,11058,12560,309616,14.85%,0,2084772
#原神  #仿若无因飘落的轻雨 #原神枫丹  《原神》角色演示-「琳妮特：箱中窥猫」,2023/8/15 12:05,1分24秒,https://www.douyin.com/share/video/7267395135300848908/?mid=7267395206125783868,49.97,"老登,琳妮特,枫丹",--,--,283836,23193,10212,12233,329474,9.02%,0,3651827
#原神  #仿若无因飘落的轻雨 #原神枫丹  《原神》4.0版本「仿若无因飘落的轻雨」现已上线,2023/8/16 10:22,14秒,https://www.douyin.com/share/video/7267739841285131572/?mid=7267739968288688955,22.32,"电话,林尼,老登",--,--,112555,12003,1791,3544,129893,6.53%,0,1989918
"#原神  #仿若无因飘落的轻雨 #原神枫丹 
亲爱的旅行者，「博物通志·水国寻迹」活动：枫丹风物探索 现已开启~  
活动时间：4.0版本更新后 ~ 2023/08/28 03:59",2023/8/16 11:01,14秒,https://www.douyin.com/share/video/7267749870755204389/?mid=7267749993678162743,13.51,"打电话,电话,老登",--,--,28035,3012,165,645,31857,4.30%,0,741028
#原神  #仿若无因飘落的轻雨  #原神枫丹 《原神》拾枝杂谈-「林尼：辉下辨真」,2023/8/16 12:03,6分30秒,https://www.douyin.com/share/video/7267765684988333368/?mid=7267766000882371391,17.43,"打电话,电话,老登",--,--,66667,5939,817,1973,75396,7.52%,0,1002518
"#原神  #原神表情包  
亲爱的旅行者，喜茶第二期联动主题表情包「派蒙的画作喜茶篇」已开放下载，欢迎旅行者前往【抖音表情包商城】下载使用！",2023/8/16 18:00,42秒,https://www.douyin.com/share/video/7267857830495980840/?mid=7267857940869057339,16.47,"老登,电话,打电话",--,--,53682,2385,860,2498,59425,7.36%,0,806914
#原神  #仿若无因飘落的轻雨 #原神枫丹   ▌惑光幻戏 · 林尼  |4.0版本更新后 ~ 2023/09/05 17:59，限定5星角色「惑光幻戏·林尼(火)」概率UP！,2023/8/16 18:00,32秒,https://www.douyin.com/share/video/7267857865333951744/?mid=7267857976038279995,13.43,"林尼,打电话,老登",--,--,27461,2104,951,1168,31684,5.65%,0,560674
#原神  #仿若无因飘落的轻雨 #原神枫丹   ▌丽影绮行 · 琳妮特  |旅行者冒险等阶达到25级，即可在「魔术永不落幕」活动页面邀请「丽影绮行·琳妮特(风)」,2023/8/16 18:01,22秒,https://www.douyin.com/share/video/7267857966798294312/?mid=7267858052076833594,15.14,"打电话,电话,老登",--,--,39911,3050,647,1263,44871,4.51%,0,994716
#原神 #仿若无因飘落的轻雨 #原神枫丹 欢迎来到枫丹！ 旅行者们好呀，在枫丹的旅程已经正式开启！快跟上来看看吧！,2023/8/16 19:14,52秒,https://www.douyin.com/share/video/7267877006916832546/?mid=7267877136357198651,17.65,"枫丹,剧情,电话",--,--,70027,8479,1375,2474,82355,5.54%,0,1487449
#原神 #原神枫丹 《原神》拾枝杂谈-「琳妮特：影中破伪」,2023/8/17 12:01,5分32秒,https://www.douyin.com/share/video/7268136328565493026/?mid=7268136461304236857,14.4,"老登,枫丹,琳妮特",--,--,33954,1514,383,1324,37175,5.14%,0,722931
"#原神  #嘟嘟通讯   「嘟嘟通讯」特别活动——迪卢克 
兑换码：QDYLKSA8ZF9J
登录游戏输入下方兑换码即可领取伙伴们赠送的随信礼物哦~",2023/8/17 12:01,26秒,https://www.douyin.com/share/video/7268136384085396770/?mid=7268136482710276925,44.81,"接到,电话,打电话",--,--,134143,20016,10600,9516,174275,5.29%,0,3295740
"#原神  #嘟嘟通讯   「嘟嘟通讯」特别活动——可莉 
兑换码：YVZMJSSRHCAS
登录游戏输入下方兑换码即可领取伙伴们赠送的随信礼物哦~",2023/8/17 12:02,31秒,https://www.douyin.com/share/video/7268136626222664995/?mid=7268136780354833212,53.57,"接到,电话,可莉",--,--,226040,40616,25349,15831,307836,6.23%,0,4937523
"#原神  #嘟嘟通讯   「嘟嘟通讯」特别活动——枫原万叶 
兑换码：2UZLJASRGXRN
登录游戏输入下方兑换码即可领取伙伴们赠送的随信礼物哦~",2023/8/17 12:05,32秒,https://www.douyin.com/share/video/7268137279254727936/?mid=7268137411190786874,23.45,"接到,电话,万叶",--,--,142568,26267,11271,11779,191885,7.49%,0,2562536
"#原神  #嘟嘟通讯   「嘟嘟通讯」特别活动——胡桃 
兑换码：8CYLKBA8GW8E
登录游戏输入下方兑换码即可领取伙伴们赠送的随信礼物哦~",2023/8/17 12:08,30秒,https://www.douyin.com/share/video/7268137934371573027/?mid=7268138189041175353,43.46,"接到,电话,打电话",--,--,161489,17657,10775,13093,203014,6.20%,0,3273141
"#原神  #嘟嘟通讯   「嘟嘟通讯」特别活动——派蒙 
兑换码：GCYL3SAQYDTW
登录游戏输入下方兑换码即可领取伙伴们赠送的随信礼物哦~",2023/8/17 12:09,33秒,https://www.douyin.com/share/video/7268138259287477504/?mid=7268138436241623866,49.16,"接到,电话,派蒙",--,--,182173,25083,11250,14096,232602,5.42%,0,4288407
"#原神  #原神水国寻迹征集  #仿若无因飘落的轻雨  #原神枫丹 
《原神》「水国寻迹」枫丹主题视频征集活动今日开启，期待旅行者的精彩投稿~  
【活动详情】活动时间：8月18日——9月20日  
【参与方式与活动奖励】见视频详情  
【注意事项】
（1）禁止发布一切违反法律法规、用户协议与社区规则的内容；
（2）禁止发布与本话题无关的内容（包括但不限于含有广告链接、其他宣传等内容）；
（3）本次活动旅行者可多次参与，每人至多获得一个奖项，奖励不可叠加，以最高奖项为准；
（4）本次活动根据作品的内容、评论点赞等因素进行综合评价；
（5）获奖名单（活动发布平台的账号昵称）将在活动结束后10个工作日内公布，请获奖的旅行者及时关注官方信息，并在规定时间内容工作日内提交获奖信息，逾期视为自动放弃奖励，活动奖励将在获奖信息收集完毕后通过邮寄方式送达旅行者手中，请获奖的旅行者耐心等待；
（6）严禁抄袭、盗用、侵犯他人著作权，如有引用或需授权请注明来源并自行取得。",2023/8/18 12:00,29秒,https://www.douyin.com/share/video/7268507271104122146/?mid=7268507344303147837,14.48,"老登,电话,枫丹",--,--,34662,3050,377,867,38956,4.35%,0,896408
#原神 #原神枫丹   《原神》剧情PV-「荣耀归于传承」,2023/8/18 18:02,2分5秒,https://www.douyin.com/share/video/7268600449287327028/?mid=7268600581887626042,12.89,"电话,枫丹,老登",--,--,24806,5027,2488,3500,35821,4.65%,0,771019
#原神 珐露珊生日快乐｜竟然记得我的生日，真是讨人喜欢的年轻人！,2023/8/20 12:00,13秒,https://www.douyin.com/share/video/7269249272296606991/?mid=7269249493520927543,49.56,"生日快乐,前辈,电话",--,--,214219,15530,3055,8461,241265,8.53%,0,2827853
#原神 #原神枫丹  在枫丹的土地上居住着许多“新朋友”，一起来认识他们吧！,2023/8/22 11:33,30秒,https://www.douyin.com/share/video/7269984681611840787/?mid=7269984773288381244,14.19,"老登,原石,枫丹",--,--,32520,2724,617,1014,36875,4.69%,0,786659
#原神  #原神同人绘 《原神》林尼、琳妮特同人绘画展示，感谢旅行者们的创作。 *本次作品中涉及的角色内容均为玩家二次创作，不代表游戏内实际剧情以及设定。,2023/8/22 18:17,图文视频,https://www.douyin.com/share/video/7270088737780927755/?mid=7270053736494861115,19.36,"原石,林尼,老登",--,--,104998,6395,4312,7592,123297,8.93%,0,1380454
#原神 #原神枫丹  《原神》枫丹实机画面展示片｜Gamescom 2023,2023/8/23 12:03,1分23秒,https://www.douyin.com/share/video/7270363501598690572/?mid=7270363585585498937,11.85,"老登,原石,爆点",--,--,19892,1922,736,1191,23741,4.54%,0,523485
#原神 《原神》「流光拾遗之旅」——仙闻篇·龙泉青瓷,2023/8/24 12:02,7分49秒,https://www.douyin.com/share/video/7270734155615309067/?mid=7270734471934692157,13.46,"迪卢克,老登,枫丹",--,--,28021,2443,1050,1172,32686,6.66%,0,490652
